product,service_type,service_category,cloud_provider
SSIS Standard D-series v2 VM,Azure Data Factory v2,Analytics,Azure
SSIS Enterprise D-series v3 VM,Azure Data Factory v2,Analytics,Azure
Azure Data Factory v2 Wrangling Data Flow - General Purpose,Azure Data Factory v2,Analytics,Azure
SSIS Standard E-series v4 VM,Azure Data Factory v2,Analytics,Azure
Azure Data Factory v2 Wrangling Data Flow - Compute Optimized,Azure Data Factory v2,Analytics,Azure
Azure Analysis Services Standard,Azure Analysis Services,Analytics,Azure
Azure Analysis Services Developer,Azure Analysis Services,Analytics,Azure
Azure Analysis Services Standard v2,Azure Analysis Services,Analytics,Azure
Azure Analysis Services Basic,Azure Analysis Services,Analytics,Azure
Azure Synapse SSIS Standard E-series v3 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics SQL Storage,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Dedicated SQL Pool,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Data Explorer,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Pre-Purchase Plan,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Standard D-series v2 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Standard D-series v3 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Pipelines,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Enterprise D-series v2 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Enterprise D-series v3 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Standard A-series v2 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Hyperscale,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Managed VNET,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Data Flow - Standard,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Storage,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Link for SQL,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Serverless SQL Pool,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Standard E-series v4 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Enterprise E-series v3 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Reservation,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Data Flow - Basic,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics SQL Disaster Recovery Storage,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Enterprise A-series v2 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse SSIS Enterprise E-series v4 VM,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Serverless Apache Spark Pool - GPU,Azure Synapse Analytics,Analytics,Azure
Azure Synapse Analytics Serverless Apache Spark Pool - Memory Optimized,Azure Synapse Analytics,Analytics,Azure
Microsoft Graph data connect,Microsoft Graph data connect,Analytics,Azure
Azure Arc,Azure Arc,Azure Arc,Azure
Amazon Aurora,Databases,Databases,AWS
Amazon Neptune,Databases,Databases,AWS
Amazon ElastiCache,Databases,Databases,AWS
Amazon Redshift,Databases,Databases,AWS
Amazon MemoryDB for Redis,Databases,Databases,AWS
Amazon RDS on VMware,Databases,Databases,AWS
Amazon RDS Custom for SQL Server,Databases,Databases,AWS
Amazon DynamoDB,Databases,Databases,AWS
Amazon DocumentDB,Databases,Databases,AWS
Amazon Timestream,Databases,Databases,AWS
Amazon Keyspaces (for Apache Cassandra),Databases,Databases,AWS
Amazon RDS,Databases,Databases,AWS
Azure Redis Cache Standard,Redis Cache,Databases,Azure
Redis Cache Reservation,Redis Cache,Databases,Azure
Azure Redis Cache Premium,Redis Cache,Databases,Azure
Azure Redis Cache Enterprise,Redis Cache,Databases,Azure
Azure Redis Cache Enterprise Flash,Redis Cache,Databases,Azure
Azure Redis Cache General Purpose,Redis Cache,Databases,Azure
Azure Redis Cache Isolated,Redis Cache,Databases,Azure
Azure Redis Cache Memory Optimized,Redis Cache,Databases,Azure
Azure Redis Cache Basic,Redis Cache,Databases,Azure
SQL DB Edge - SQL License,SQL DB Edge,Databases,Azure
SQL Database Compute Reservation,SQL Database,Databases,Azure
SQL DB SingDB Hyp-Srvls-Rd Rpca-Comp Gen5,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale – Serverless – Compute Gen5,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool Business Critical - Storage,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,SQL Database,Databases,Azure
SQL Database Premium - Storage,SQL Database,Databases,Azure
SQL Database Elastic Pool - Basic,SQL Database,Databases,Azure
SQL Database Single Basic,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - Premium Series Memory Optimized Compute,SQL Database,Databases,Azure
SQL Database Elastic Pool - Standard,SQL Database,Databases,Azure
SQL Database Elastic Pool - Premium,SQL Database,Databases,Azure
SQL Database Elastic Pool - Premium RS,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - Compute Gen4,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool General Purpose - SQL License,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - Premium Series Compute,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool Business Critical - Compute Gen5,SQL Database,Databases,Azure
SQL DB SingDB Hyp-LTR Backup Storage,SQL Database,Databases,Azure
SQL Database Single Standard,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - Compute DC-Series,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool General Purpose - Storage,SQL Database,Databases,Azure
SQL Database Single General Purpose - Serverless - Compute DC-Series,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - Storage,SQL Database,Databases,Azure
SQL Database - LTR Backup Storage,SQL Database,Databases,Azure
SQL Database Single Free,SQL Database,Databases,Azure
SQL Database Single Premium RS,SQL Database,Databases,Azure
SQL Database Single General Purpose - Serverless - Compute Gen5,SQL Database,Databases,Azure
SQL Database Single Premium,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - Compute Gen5,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool Business Critical - Compute M Series,SQL Database,Databases,Azure
SQL Database SingleDB Hyperscale - SQL License,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool General Purpose - Compute Gen5,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool PITR Backup Storage,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool Business Critical - SQL License,SQL Database,Databases,Azure
SQL Database Standard - Storage,SQL Database,Databases,Azure
SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series,SQL Database,Databases,Azure
Azure SQL Edge,Azure SQL Edge,Databases,Azure
Azure SQL Edge Reservation Free Meter,Azure SQL Edge,Databases,Azure
Azure Cosmos DB Dedicated Gateway - Memory Optimized,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB Reservation,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB autoscale,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB - PITR,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB Analytics Storage,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB Dedicated Gateway - General Purpose,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB serverless,Azure Cosmos DB,Databases,Azure
Graph API -  General Purpose Compute,Azure Cosmos DB,Databases,Azure
Graph API - Memory Optimized Compute,Azure Cosmos DB,Databases,Azure
Cosmos DB Compute Attached SSD Disk,Azure Cosmos DB,Databases,Azure
Azure Cosmos DB Snapshot,Azure Cosmos DB,Databases,Azure
SQL Data Warehouse Compute Optimized Gen1,SQL Data Warehouse,Databases,Azure
SQL Managed Instance Business Critical - Storage,SQL Managed Instance,Databases,Azure
SQL Managed Instance Hyperscale - Compute Gen4,SQL Managed Instance,Databases,Azure
SQL Managed Instance Azure Hybrid Benefit - Enterprise Edition,SQL Managed Instance,Databases,Azure
SQL Managed Instance General Purpose - Premium Series Compute,SQL Managed Instance,Databases,Azure
SQL Managed Instance Business Critical - Compute Gen5,SQL Managed Instance,Databases,Azure
SQL Managed Instance Hyperscale - Storage,SQL Managed Instance,Databases,Azure
SQL Managed Instance General Purpose - Premium Series Memory Optimized Compute,SQL Managed Instance,Databases,Azure
SQL Managed Instance PITR Backup Storage,SQL Managed Instance,Databases,Azure
SQL Managed Instance Hyperscale - SQL License,SQL Managed Instance,Databases,Azure
SQL Managed Instance Business Critical - SQL License,SQL Managed Instance,Databases,Azure
SQL Managed Instance General Purpose - SQL License,SQL Managed Instance,Databases,Azure
SQL Managed Instance Azure Hybrid Benefit - Standard Edition,SQL Managed Instance,Databases,Azure
SQL Managed Instance Business Critical - Premium Series Compute,SQL Managed Instance,Databases,Azure
SQL Managed Instance Business Critical - Premium Series Memory Optimized Compute,SQL Managed Instance,Databases,Azure
SQL Managed Instance - LTR Backup Storage,SQL Managed Instance,Databases,Azure
SQL Managed Instance Hyperscale - Compute Gen5,SQL Managed Instance,Databases,Azure
SQL Managed Instance General Purpose - Storage,SQL Managed Instance,Databases,Azure
SQL Managed Instance General Purpose - Compute Gen5,SQL Managed Instance,Databases,Azure
Azure Database for MySQL Flexible Server Backup Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Flexible Server Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server General Purpose - Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Flexible Server Burstable BS Series Compute,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Flexible Server General Purpose Ddsv4 Series Compute,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL General Purpose - Large-Scale Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server General Purpose - Compute Gen5,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Flexible Server Business Critical Compute,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server Basic - Compute Gen5,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Flexible Server Memory Optimized  Edsv4 Series Compute,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server Basic - Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Flexible Server General Purpose Dv3 Series Compute,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server Basic Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server Basic - Compute Gen4,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server General Purpose - Compute Gen4,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server - Backup Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Compute Reservation,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Memory And Storage Optimized - Compute Gen5,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Standard Compute,Azure Database for MySQL,Databases,Azure
Azure Database for MySQL Standard Storage,Azure Database for MySQL,Databases,Azure
Azure Database for MariaDB Single Server General Purpose - Compute Gen5,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server Basic - Compute Gen4,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Perf Optimized - Storage,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server Basic - Storage,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Compute Reservation,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB General Purpose - Large-Scale Storage,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server - Backup Storage,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server Basic - Compute Gen5,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server General Purpose - Storage,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server General Purpose - Compute Gen4,Azure Database for MariaDB,Databases,Azure
Azure Database for MariaDB Single Server Memory Optimized - Compute Gen5,Azure Database for MariaDB,Databases,Azure
Azure Arc enabled SQL Managed Instance Developer,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance - Business Critical - Arc Service,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance - Business Critical - Azure Hybrid Benefit,Azure Arc Enabled Databases,Databases,Azure
Azure Arc Enabled PostgreSQL,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance Developer Instance,Azure Arc Enabled Databases,Databases,Azure
Azure Arc Enabled PostgreSQL Hyperscale - Compute,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance - General Purpose - Arc Service,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance Business Critical,Azure Arc Enabled Databases,Databases,Azure
Azure Arc Enabled PostgreSQL Hyperscale,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance - General Purpose - Azure Hybrid Benefit,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance - Business Critical - SQL License,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance - General Purpose - SQL License,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance General Purpose,Azure Arc Enabled Databases,Databases,Azure
Azure Arc Enabled PostgreSQL Hyperscale - SQL License,Azure Arc Enabled Databases,Databases,Azure
Azure Arc enabled SQL Managed Instance Free Meter,Azure Arc Enabled Databases,Databases,Azure
SQL Server Stretch Database,SQL Server Stretch Database,Databases,Azure
Azure Database for PostgreSQL Hyperscale (Citus) Backup Storage,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Flexible Server Storage,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Standard Compute,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Single Server - Backup Storage,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Single Server General Purpose - Storage,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Hyperscale (Citus) High Performance Storage,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Single Server Basic Storage,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Flexible Server Memory Optimized Edsv4 Series Compute,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Single Server Basic - Compute Gen5,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Hyperscale (Citus) Compute - Coordinator Node,Azure Database for PostgreSQL,Databases,Azure
Azure Database for PostgreSQL Flexible Server General Purpose Ddsv4 Series Compute,Azure Database for PostgreSQL,Databases,Azure
